GeneID	Length	logFC	logCPM	LR	PValue	FDR	gene_name	gene_type
ENSG00000000003.15	4536	-0.270431411035069	3.85985302569741	0.212595317242233	0.644740781606382	0.999991935931738	TSPAN6	protein_coding
ENSG00000000419.13	1207	-0.559814448993562	3.68667584616595	0.885217245328775	0.346776688513407	0.999991935931738	DPM1	protein_coding
ENSG00000000457.14	6883	-0.667601255549568	2.62038918669587	1.09110314614181	0.296226916569367	0.999991935931738	SCYL3	protein_coding
ENSG00000000460.17	5970	-1.54270752795875	2.49211826998616	5.58332043016391	0.018132312976969	0.322662431181284	C1orf112	protein_coding
ENSG00000000971.16	7980	-0.783516930293863	3.68354848937633	1.72177601491354	0.189464593293595	0.999991935931738	CFH	protein_coding
ENSG00000001036.14	2822	-0.297466827843072	5.79830514807417	0.318491551537193	0.572515580461855	0.999991935931738	FUCA2	protein_coding
ENSG00000001084.13	8618	-0.58496790855812	4.96807273101658	1.13678982420473	0.286331677128418	0.999991935931738	GCLC	protein_coding
ENSG00000001167.14	3811	-0.35679534906117	4.99553726502214	0.425857607843341	0.514028588943701	0.999991935931738	NFYA	protein_coding
ENSG00000001460.18	8511	0.50335369418606	3.10488810969419	0.652621200787854	0.419177087918593	0.999991935931738	STPG1	protein_coding
ENSG00000001461.17	9396	0.994827291135113	7.03004932305716	3.46795824084506	0.0625684959690058	0.664969521996291	NIPAL3	protein_coding
ENSG00000001497.17	5601	-0.100818818020506	4.98173987345881	0.0340356705689686	0.853630962439899	0.999991935931738	LAS1L	protein_coding
ENSG00000001561.7	4644	3.08146863387113	0.362599582041224	16.6481727604161	4.49936304299122e-05	0.0035394319723459	ENPP4	protein_coding
ENSG00000001617.12	4826	0.136800217698633	6.0935076047749	0.0676047659305823	0.794856703959643	0.999991935931738	SEMA3F	protein_coding
ENSG00000001629.10	7389	-0.252266865690818	5.49800861776908	0.223596579522699	0.636313064252125	0.999991935931738	ANKIB1	protein_coding
ENSG00000001630.17	3529	-0.839995279740131	4.64319556636046	2.23669134138447	0.134769083278682	0.93160182276832	CYP51A1	protein_coding
ENSG00000001631.16	6204	-0.201300050105034	3.77198780683723	0.116454156355317	0.732912524437111	0.999991935931738	KRIT1	protein_coding
ENSG00000002016.18	4503	0.168413167066763	2.95544323656277	0.0720853547183395	0.78832435753891	0.999991935931738	RAD52	protein_coding
ENSG00000002330.14	1708	0.306667055670516	4.02585375422866	0.279290287034705	0.597166765408543	0.999991935931738	BAD	protein_coding
ENSG00000002549.12	3785	0.565376559612906	5.56401460012926	1.12337328817969	0.289193255534662	0.999991935931738	LAP3	protein_coding
ENSG00000002586.20	4858	0.314927685767369	7.50607595080816	0.347942111840307	0.555280368638217	0.999991935931738	CD99	protein_coding
ENSG00000002586.20_PAR_Y	4858	0.314765843972947	7.50596946796922	0.347586558968214	0.55548251023332	0.999991935931738	CD99	protein_coding
ENSG00000002745.13	3264	3.68386900124731	5.17454390510082	37.2154438072969	1.05772781587346e-09	6.6565078012522e-07	WNT16	protein_coding
ENSG00000002746.15	13935	0.783379886090738	0.932148661131304	1.38388051196774	0.239441259351817	0.999991935931738	HECW1	protein_coding
ENSG00000002822.15	7230	-0.331224743002569	5.00874372005694	0.367563847644504	0.544335183647267	0.999991935931738	MAD1L1	protein_coding
