GeneID	Length	logFC	unshrunk.logFC	logCPM	PValue	FDR	gene_name	gene_type
ENSG00000000003.15	4536	0.428375000129074	0.428416936237462	5.45253646603059	0.653389381229447	0.99999545079734	TSPAN6	protein_coding
ENSG00000000419.13	1207	0.279990020811648	0.280033236024913	4.81624151451926	0.94736954904487	0.99999545079734	DPM1	protein_coding
ENSG00000000457.14	6883	-0.129379027558445	-0.129447927615813	2.95701159480131	0.961111198133516	0.99999545079734	SCYL3	protein_coding
ENSG00000000460.17	5970	-0.658785069580798	-0.659090971313819	3.29701181817919	0.114420864815068	0.453892406510374	C1orf112	protein_coding
ENSG00000000971.16	7980	0.791252814530325	0.791337751461318	5.39277100982191	0.0107617292354364	0.0620723973857068	CFH	protein_coding
ENSG00000001036.14	2822	0.322252375549295	0.322285118038853	5.38049288288501	0.857763827233302	0.99999545079734	FUCA2	protein_coding
ENSG00000001084.13	8618	-0.0126525112249672	-0.0126555396388913	4.38180253504028	0.998919045568351	0.99999545079734	GCLC	protein_coding
ENSG00000001167.14	3811	-0.0157471816733909	-0.0157535077213693	4.21039759698781	0.997607361908915	0.99999545079734	NFYA	protein_coding
ENSG00000001460.18	8511	0.552213090602322	0.552491129654659	3.1626942799671	0.313215452919832	0.971208801197815	STPG1	protein_coding
ENSG00000001461.17	9396	1.09029951351412	1.09047054183275	4.92231866913588	5.23398870839736e-05	0.000675800306760718	NIPAL3	protein_coding
ENSG00000001497.17	5601	-0.27204943786627	-0.272078504729763	5.34688268267024	0.964736417456661	0.99999545079734	LAS1L	protein_coding
ENSG00000001561.7	4644	0.306601821309982	0.306751772287886	3.09775447335911	0.815650911435299	0.99999545079734	ENPP4	protein_coding
ENSG00000001617.12	4826	0.786409988540865	0.78662317892636	4.11956252449141	0.0178374679793254	0.0961733569682239	SEMA3F	protein_coding
ENSG00000001629.10	7389	0.170001778356217	0.170011320708574	6.2992650041355	0.992107914488763	0.99999545079734	ANKIB1	protein_coding
ENSG00000001630.17	3529	-0.617981590651431	-0.618025750725896	5.97594361399726	0.153436777480627	0.575497159508218	CYP51A1	protein_coding
ENSG00000001631.16	6204	0.159615790839833	0.159662176518505	3.9043048986279	0.974056424077436	0.99999545079734	KRIT1	protein_coding
ENSG00000002016.18	4503	-0.218360886352423	-0.218490276453393	2.84724869196752	0.875950803802866	0.99999545079734	RAD52	protein_coding
ENSG00000002330.14	1708	0.106012917474304	0.106051295946038	3.81882769863273	0.969145935463059	0.99999545079734	BAD	protein_coding
ENSG00000002549.12	3785	0.233095728696253	0.233114717529923	5.69835429828639	0.955264661312108	0.99999545079734	LAP3	protein_coding
ENSG00000002586.20	4858	0.229516545854153	0.229521793701252	7.58690571289408	0.956087004565234	0.99999545079734	CD99	protein_coding
ENSG00000002586.20_PAR_Y	4858	0.229516545854153	0.229521793701252	7.58690571289408	0.956087004565234	0.99999545079734	CD99	protein_coding
ENSG00000002746.15	13935	0.6751549991478	0.675522585198975	3.10309285774601	0.101002579956748	0.411318484239448	HECW1	protein_coding
ENSG00000002822.15	7230	-0.118205536148825	-0.118227778208019	4.45964369551759	0.988351527812525	0.99999545079734	MAD1L1	protein_coding
ENSG00000002834.18	7061	0.174485660398543	0.174488415013336	8.11851300154961	0.982241947740367	0.99999545079734	LASP1	protein_coding
ENSG00000002919.15	4133	0.396671257353148	0.396771506580325	4.12549849938426	0.770039054877473	0.99999545079734	SNX11	protein_coding
ENSG00000003056.8	3585	0.208674083881001	0.208687959008709	6.03701696983385	0.988361020313276	0.99999545079734	M6PR	protein_coding
ENSG00000003096.14	6983	-0.86138249111715	-0.862316705784891	2.16032636621079	0.0317026922437717	0.157913939807289	KLHL13	protein_coding
ENSG00000003249.14	4700	-0.24216455008647	-0.242193562147626	5.1200839563675	0.848130194003763	0.99999545079734	DBNDD1	protein_coding
ENSG00000003393.15	10438	-0.215704777365968	-0.215730392881728	5.22004067669416	0.981119793804563	0.99999545079734	ALS2	protein_coding
ENSG00000003402.20	22479	1.31718299335578	1.31726611748089	6.30391898193144	1.9609577580676e-06	5.40633298686358e-05	CFLAR	protein_coding
ENSG00000003436.16	11714	-0.540846451801749	-0.540972680479931	4.27256948947113	0.361348796028162	0.99999545079734	TFPI	protein_coding
ENSG00000003509.16	3651	0.0426931418437451	0.0427082393737816	3.57945177531499	0.992449745277798	0.99999545079734	NDUFAF7	protein_coding
ENSG00000003756.17	10357	0.0961037346022488	0.0961108751226177	5.8865903662666	0.99519793289388	0.99999545079734	RBM5	protein_coding
ENSG00000003987.14	6928	-0.39922357152894	-0.399966718900978	1.28064264964582	0.606916066616599	0.99999545079734	MTMR7	protein_coding
ENSG00000003989.18	7905	-1.44995458003941	-1.45074906466428	3.23059688336566	2.25388028708764e-05	0.000340668745764471	SLC7A2	protein_coding
ENSG00000004059.11	1825	0.228710431933821	0.228734163087535	5.41423750517036	0.979728990846846	0.99999545079734	ARF5	protein_coding
ENSG00000004139.14	11105	0.0228615124066485	0.0228654932959848	4.85099241557613	0.998963165179993	0.99999545079734	SARM1	protein_coding
ENSG00000004142.12	2670	0.0253246108559011	0.0253258832566444	6.60233598144779	0.998875035137183	0.99999545079734	POLDIP2	protein_coding
ENSG00000004399.13	9557	0.677946504691984	0.677952961244172	8.89180174608792	0.0554304857741962	0.252252763526664	PLXND1	protein_coding
ENSG00000004455.17	9625	0.2169290857444	0.21694525858368	5.8888055989075	0.982314924873695	0.99999545079734	AK2	protein_coding
ENSG00000004468.13	6857	-4.51256642564772	-4.56434461412895	0.59791460762541	7.86322146733581e-07	2.70766966684974e-05	CD38	protein_coding
ENSG00000004478.8	5163	0.109094071317545	0.109101666483187	5.86701852436724	0.986848784563287	0.99999545079734	FKBP4	protein_coding
ENSG00000004487.17	5440	-0.00454546406326319	-0.00454560548223449	6.78571673487167	0.999902493383695	0.99999545079734	KDM1A	protein_coding
ENSG00000004534.15	7299	-0.097276928488797	-0.0972844372042196	5.84631196126731	0.995426549870523	0.99999545079734	RBM6	protein_coding
ENSG00000004660.15	7433	0.508405923312895	0.508731311239987	2.81317662026033	0.41380272409742	0.99999545079734	CAMKK1	protein_coding
ENSG00000004700.16	3779	0.400389282766914	0.400414727970074	6.08338579262038	0.721408779498425	0.99999545079734	RECQL	protein_coding
ENSG00000004766.17	9559	0.0590819397874969	0.0590946742752965	3.73218225822465	0.978522625235895	0.99999545079734	VPS50	protein_coding
ENSG00000004776.13	1724	-0.876474655102828	-0.876672787043947	4.33271524926866	0.0425862562659308	0.202352525414833	HSPB6	protein_coding
ENSG00000004777.18	5260	-1.27376202087794	-1.27419566230905	3.85448093332779	0.000609837169100431	0.00534249812664258	ARHGAP33	protein_coding
ENSG00000004779.10	1548	0.434020321510992	0.434055008786786	5.75011477120449	0.608873025843368	0.99999545079734	NDUFAB1	protein_coding
ENSG00000004799.8	4544	-2.12006297674022	-2.13805504598496	-0.31658831592512	0.000774428596054235	0.0065129148212224	PDK4	protein_coding
ENSG00000004848.8	3114	-5.1455832954222	-5.16156794902203	2.79396870938208	9.82331960132023e-08	6.23986105222126e-06	ARX	protein_coding
ENSG00000004864.14	3710	0.386051768912747	0.386097672679704	5.16310975057285	0.76625175260368	0.99999545079734	SLC25A13	protein_coding
ENSG00000004866.21	6453	-0.186905229473204	-0.186956288299718	3.92859374314893	0.941296099456181	0.99999545079734	ST7	protein_coding
ENSG00000004897.12	6824	-0.0176807487701136	-0.0176822427404487	5.73194567526802	0.999403540766199	0.99999545079734	CDC27	protein_coding
ENSG00000004961.15	2343	0.357717237699726	0.357795398815788	4.33560229165635	0.831701884857272	0.99999545079734	HCCS	protein_coding
ENSG00000004975.12	5321	-0.676773374707639	-0.676883741510614	4.79918576945771	0.0610723714161758	0.272960338761663	DVL2	protein_coding
ENSG00000005001.10	2384	5.2665380089905	5.44517883872047	-0.414299745217273	1.36973257132608e-05	0.000229314126665651	PRSS22	protein_coding
ENSG00000005007.13	8573	-0.00753597720119593	-0.00753638089029981	6.30891613921989	0.999815882618011	0.99999545079734	UPF1	protein_coding
ENSG00000005020.13	5361	0.411146240979701	0.412114889612529	0.93600665848691	0.553354669326285	0.99999545079734	SKAP2	protein_coding
ENSG00000005022.6	1555	-0.420501707436265	-0.420521430714304	6.56364016861246	0.814320454231711	0.99999545079734	SLC25A5	protein_coding
ENSG00000005059.16	3555	-1.12400172444013	-1.12431231510016	4.13336266204835	0.000307480996795879	0.0029616221802548	MCUB	protein_coding
ENSG00000005075.15	1355	-0.115800892097853	-0.115818750483818	4.82389010516599	0.991687510978147	0.99999545079734	POLR2J	protein_coding
ENSG00000005100.13	5789	-0.349178977111913	-0.349222318008559	5.15188022261948	0.894349928185808	0.99999545079734	DHX33	protein_coding
ENSG00000005108.16	10921	-1.78439302947343	-1.79301195940126	0.304771096703825	0.0020855051061104	0.0151078670228129	THSD7A	protein_coding
ENSG00000005156.12	12901	-0.344430683236152	-0.344474277058402	5.11775652592741	0.91568942414306	0.99999545079734	LIG3	protein_coding
ENSG00000005175.10	5350	-0.0229150617781882	-0.0229218412091161	4.34249403291338	0.996527469435052	0.99999545079734	RPAP3	protein_coding
ENSG00000005187.12	7510	-0.333714375950132	-0.334774999645768	0.517418267708642	0.587653325775904	0.99999545079734	ACSM3	protein_coding
ENSG00000005189.19	4114	-0.285254089222068	-0.285538126891568	2.20574308436735	0.770503728538457	0.99999545079734	REXO5	protein_coding
ENSG00000005194.15	3383	-0.00771402036254284	-0.00771473391652969	5.52498854658625	0.99978066049756	0.99999545079734	CIAPIN1	protein_coding
ENSG00000005206.17	7419	0.352584618517487	0.352635030769971	5.00352575880838	0.832080653193602	0.99999545079734	SPPL2B	protein_coding
ENSG00000005238.20	6375	0.628532782131904	0.62858405207998	5.79779746587376	0.136506977153226	0.523020817234675	FAM214B	protein_coding
ENSG00000005243.10	1866	1.70194541484735	1.70231155639508	4.65820652187104	3.58843448169446e-07	1.54594946783562e-05	COPZ2	protein_coding
ENSG00000005249.13	4262	-2.27969177597681	-2.2815843054372	2.9602609982832	7.39633541513985e-07	2.56791926407887e-05	PRKAR2B	protein_coding
ENSG00000005302.19	9780	0.0698680986863943	0.069884779320991	4.00910062267227	0.989716640091108	0.99999545079734	MSL3	protein_coding
ENSG00000005339.15	15479	-0.372400670971446	-0.372433982517223	5.6181302648778	0.893067438604658	0.99999545079734	CREBBP	protein_coding
ENSG00000005379.17	11389	-2.29294172681011	-2.29901846253085	1.30859631260397	3.83307720978491e-05	0.000519714758265621	TSPOAP1	protein_coding
ENSG00000005436.14	5462	-0.338563600627887	-0.338669830763503	3.83952524929661	0.800548963779508	0.99999545079734	GCFC2	protein_coding
ENSG00000005448.17	2852	-0.932883921986462	-0.933715341671646	2.39148181332301	0.00756557169770052	0.0458741156808084	WDR54	protein_coding
ENSG00000005469.12	4995	-0.443184640757749	-0.443249964643182	4.91862029036955	0.703797588300888	0.99999545079734	CROT	protein_coding
ENSG00000005471.18	7728	-1.49736630575448	-1.49845208002603	2.85562997022048	0.000133798707519737	0.00147581991460212	ABCB4	protein_coding
ENSG00000005483.21	9949	-0.112601382851033	-0.112613017743098	5.43473788988223	0.994921069853831	0.99999545079734	KMT2E	protein_coding
ENSG00000005486.17	2390	-0.391634037368558	-0.391707987435935	4.51701688757965	0.663812492388605	0.99999545079734	RHBDD2	protein_coding
ENSG00000005513.10	4470	-1.89466262485888	-1.89573885802817	3.34114753247368	1.14633423345231e-06	3.6127769616902e-05	SOX8	protein_coding
ENSG00000005700.15	8719	0.440904432288005	0.440928844076777	6.30921042820062	0.736055746028448	0.99999545079734	IBTK	protein_coding
ENSG00000005801.18	11711	-0.140088398470743	-0.140134177111116	3.75863711240469	0.970063337234241	0.99999545079734	ZNF195	protein_coding
ENSG00000005810.18	15987	-0.272386901335763	-0.272409437862165	5.70553873478125	0.911592570797099	0.99999545079734	MYCBP2	protein_coding
ENSG00000005812.11	7076	0.299061103190823	0.299087099564448	5.61487475615762	0.900700595595224	0.99999545079734	FBXL3	protein_coding
ENSG00000005882.12	5471	-0.607339417478551	-0.607459004328557	4.49246048702592	0.197651901510953	0.697813087965923	PDK2	protein_coding
ENSG00000005884.18	9802	0.417592307320279	0.417594227376814	9.90909591211317	0.793260429179401	0.99999545079734	ITGA3	protein_coding
ENSG00000005889.15	9037	0.0123669897971076	0.012368096352873	5.33220331485759	0.999453343688875	0.99999545079734	ZFX	protein_coding
ENSG00000005893.16	9404	0.261581613701406	0.261591912796289	6.78526230741446	0.971261946513847	0.99999545079734	LAMP2	protein_coding
ENSG00000006007.12	4390	0.0677183049851857	0.0677227446956776	6.08310820364175	0.99814063587651	0.99999545079734	GDE1	protein_coding
ENSG00000006015.17	3370	0.35555160559628	0.355732485402219	3.15909167458869	0.723756830133596	0.99999545079734	REX1BD	protein_coding
ENSG00000006016.11	2967	1.38683931827083	1.38763040640636	3.17284842661661	4.17331318905001e-05	0.000559320231001919	CRLF1	protein_coding
ENSG00000006025.12	6572	-0.0931969505523898	-0.0932446207803241	3.18901089785709	0.975884682066614	0.99999545079734	OSBPL7	protein_coding
ENSG00000006042.12	5187	-0.0812244709136358	-0.0812323400155754	5.54372150827922	0.996713322827482	0.99999545079734	TMEM98	protein_coding
ENSG00000006062.17	5668	-0.529876947220129	-0.530059930519034	3.66610032811138	0.365354596123459	0.99999545079734	MAP3K14	protein_coding
ENSG00000006118.15	7274	-0.360356797413426	-0.360372158576143	6.678475133866	0.790044753084676	0.99999545079734	TMEM132A	protein_coding
ENSG00000006125.18	7591	-0.0774222695054823	-0.0774232594613153	8.41125388660678	0.996415746597124	0.99999545079734	AP2B1	protein_coding
ENSG00000006194.10	6403	-0.169901582360281	-0.169938144859463	4.27721917800792	0.962672425525745	0.99999545079734	ZNF263	protein_coding
ENSG00000006210.7	5960	-0.42984837493837	-0.430227515311305	2.23003869460833	0.486438207054375	0.99999545079734	CX3CL1	protein_coding
