GeneID	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	gene_name	gene_type
ENSG00000000003.15	1374.37678839266	0.761194444469204	0.0805581305657825	9.44900830149757	3.42055960703178e-21	2.74665205225041e-20	TSPAN6	protein_coding
ENSG00000000419.13	1200.68613500494	-0.0967109410272156	0.071778144680403	-1.34735916423902	0.17786458573214	0.229987488650274	DPM1	protein_coding
ENSG00000000457.14	504.668252273238	0.209946846900587	0.0899494733184138	2.33405309842552	0.0195929417392708	0.0316258697309564	SCYL3	protein_coding
ENSG00000000460.17	308.681910927442	-0.513744264729855	0.115850837474994	-4.43453216158877	9.22724448691616e-06	2.41130638280909e-05	C1orf112	protein_coding
ENSG00000000971.16	1068.9599894535	-2.50878868726359	0.0937928594435236	-26.7481842663538	1.29631813154192e-157	2.68119525964917e-155	CFH	protein_coding
ENSG00000001036.14	5463.0988465712	-0.165428900374305	0.0501779552314177	-3.29684419405606	0.000977777262552563	0.00198188007343669	FUCA2	protein_coding
ENSG00000001084.13	2048.2597470708	0.266712296577782	0.0847725696215909	3.14620988567807	0.00165401263605069	0.0032366887822133	GCLC	protein_coding
ENSG00000001167.14	1395.5704348345	-0.0749872212297162	0.0651216288617041	-1.15149486492365	0.24952870660892	0.3097668407985	NFYA	protein_coding
ENSG00000001460.18	554.803195594571	0.35918277173543	0.0914160971104848	3.92909764350718	8.52652145895956e-05	0.000199758698160363	STPG1	protein_coding
ENSG00000001461.17	9173.21096432885	1.34540349606117	0.0454785954178259	29.5832244531859	2.45619922868425e-192	9.28112666238786e-190	NIPAL3	protein_coding
ENSG00000001497.17	1448.15763531149	-0.0944612583202174	0.0716223679671282	-1.31887929708735	0.187209468465631	0.240738144363951	LAS1L	protein_coding
ENSG00000001561.7	213.251369501349	3.09575154364874	0.169321518702491	18.2832729553305	1.12469791764904e-74	5.12742213083203e-73	ENPP4	protein_coding
ENSG00000001617.12	3536.98978344419	0.179015548329128	0.0553915903514622	3.23181817299821	0.00123005298864009	0.00245772942584799	SEMA3F	protein_coding
ENSG00000001626.16	60.4489993719524	1.60332089233977	0.272629171151697	5.88095868672704	4.0789697709035e-09	1.46871315793445e-08	CFTR	protein_coding
ENSG00000001629.10	2900.87314403603	0.0636871870239493	0.0550316067915275	1.15728379992994	0.247156430010065	0.307229499162888	ANKIB1	protein_coding
ENSG00000001630.17	2374.78934189347	-0.147120009981929	0.0558585727789895	-2.63379464713546	0.00844365384695695	0.0145969870173198	CYP51A1	protein_coding
ENSG00000001631.16	1251.193110293	0.0869814814393979	0.0663255675906477	1.31143214598985	0.189711804235683	0.24360523078205	KRIT1	protein_coding
ENSG00000002016.18	369.160980118515	-0.100707866434402	0.114405019547208	-0.880274893820076	0.37871040990207	0.446789603372307	RAD52	protein_coding
ENSG00000002330.14	1253.14254391198	0.48775346587297	0.0743647385711815	6.55893472154272	5.41935176694372e-11	2.28067772261035e-10	BAD	protein_coding
ENSG00000002549.12	2588.36057968538	0.681218814691314	0.0558634724192429	12.194351428406	3.33145854973633e-34	4.75380022104352e-33	LAP3	protein_coding
ENSG00000002586.20	19201.0243924164	-0.00744484663420651	0.0513847514249527	-0.144884356307137	0.884802177961555	0.906721497588745	CD99	protein_coding
ENSG00000002586.20_PAR_Y	19201.9033412288	-0.00745724938266251	0.0514059048194309	-0.145066007666959	0.884658756297809	0.906657716714095	CD99	protein_coding
ENSG00000002745.13	4682.94333642636	4.00217678190719	0.0603513479566767	66.3146212538642	0	0	WNT16	protein_coding
ENSG00000002746.15	331.19972901467	2.06052094487115	0.122414185223972	16.8323707019834	1.4132825749474e-63	4.87185777458621e-62	HECW1	protein_coding
ENSG00000002822.15	1065.20223737948	-0.205467102787981	0.0686247600094176	-2.99406661327171	0.00275285835198388	0.00518539240956951	MAD1L1	protein_coding
ENSG00000002834.18	24234.1001289268	-0.218524547920663	0.0410187834654467	-5.32742635102143	9.96141494303992e-08	3.17952960064638e-07	LASP1	protein_coding
ENSG00000002919.15	769.529026674647	0.127545876314965	0.0776288797232909	1.64302095778793	0.100378597152448	0.138711516664214	SNX11	protein_coding
ENSG00000002933.9	1469.99907871206	0.964174852408947	0.073672150088537	13.0873722465033	3.88828328019656e-39	6.59765787327999e-38	TMEM176A	protein_coding
ENSG00000003056.8	4461.89355567292	-0.170722990456413	0.0511658285827587	-3.33666032946727	0.000847915067334884	0.00173278035965295	M6PR	protein_coding
ENSG00000003096.14	246.474200651552	-2.73176965663435	0.161889358269603	-16.8743003606511	6.95440209974716e-64	2.41425877840869e-62	KLHL13	protein_coding
ENSG00000003249.14	1191.01145177784	-0.271848065380781	0.0677007924414382	-4.01543402340427	5.93364967325694e-05	0.000141802824653157	DBNDD1	protein_coding
ENSG00000003393.15	2492.57803329199	-0.173231417042914	0.0549154756739333	-3.15450999771895	0.00160767869886834	0.00315167901367495	ALS2	protein_coding
ENSG00000003402.20	4050.54099491949	0.58142311688471	0.0566552094063963	10.2624828850967	1.03997749765099e-24	1.00911199265898e-23	CFLAR	protein_coding
ENSG00000003436.16	5247.74718760753	0.246249124928616	0.0520288784961513	4.73293163424294	2.21300042993971e-06	6.20037722057398e-06	TFPI	protein_coding
ENSG00000003509.16	757.906329736308	-0.0288921356127357	0.0803859221365036	-0.359417853833584	0.719282520411415	0.766201861365614	NDUFAF7	protein_coding
ENSG00000003756.17	6395.60435035487	0.0316557467071739	0.0448335768728094	0.706072299272033	0.480143177182715	0.547934329681912	RBM5	protein_coding
ENSG00000003987.14	237.957514722036	0.0367643080527279	0.130613037391666	0.281475025670552	0.778346080701342	0.81692869716899	MTMR7	protein_coding
ENSG00000003989.18	2513.27725963075	-1.28991690099734	0.0655762032626714	-19.670502969354	3.85933520749285e-86	2.39974928772237e-84	SLC7A2	protein_coding
ENSG00000004059.11	2285.85480422464	-0.188002601861195	0.0660475573624366	-2.84647319853979	0.00442064502844267	0.00803155378306704	ARF5	protein_coding
ENSG00000004139.14	950.272385469848	-0.122939101298667	0.0724924398816203	-1.69588858506385	0.0899069818242105	0.125690664237916	SARM1	protein_coding
ENSG00000004142.12	4319.80710507603	-0.117947005334332	0.0551491813883168	-2.13869004698081	0.0324607792315026	0.0499821213948589	POLDIP2	protein_coding
ENSG00000004399.13	4349.44057905238	0.000651006916531694	0.0568344682432659	0.0114544384183418	0.990860880282195	0.992527805702735	PLXND1	protein_coding
ENSG00000004455.17	3376.29493969949	-0.266582341272001	0.0518663603623617	-5.1397927174673	2.75041711792159e-07	8.44817038456172e-07	AK2	protein_coding
ENSG00000004478.8	2280.1494700192	-0.383612192457744	0.0669267852895417	-5.7318185954718	9.9359506302933e-09	3.4751066916097e-08	FKBP4	protein_coding
ENSG00000004487.17	2896.82020838932	-0.65599436509392	0.0585114857189279	-11.2113776813859	3.58568327223408e-29	4.28038217594942e-28	KDM1A	protein_coding
ENSG00000004534.15	3757.39090754863	-0.155576377398789	0.0509629272382889	-3.05273628948659	0.00226765122293302	0.00433055485269812	RBM6	protein_coding
ENSG00000004660.15	283.944243570645	0.205292664212022	0.127915196273059	1.60491224024538	0.108513119432277	0.148780565468202	CAMKK1	protein_coding
ENSG00000004700.16	3295.19215225123	0.219429299342655	0.0588365689423296	3.72947136937464	0.000191881906350926	0.000428977992705581	RECQL	protein_coding
ENSG00000004766.17	875.43158977032	-0.0353347642844869	0.0750956061962155	-0.470530382192556	0.637976132906493	0.694338818847883	VPS50	protein_coding
ENSG00000004776.13	6971.11953037966	0.221238666816308	0.147638254555479	1.49851857489396	0.133998570311821	0.179331011310242	HSPB6	protein_coding
