Row.names	Length	logFC	AveExpr	t	P.Value	adj.P.Val	B	gene_name	gene_type
ENSG00000000003.15	4536	0.162705002870602	4.3709654963319	2.49075295593401	0.0208557911399792	0.0318026388186847	-5.19791324759201	TSPAN6	protein_coding
ENSG00000000419.13	1207	0.188241034498085	4.67912500717018	3.23496080896421	0.00383363275086178	0.00668425293967218	-3.67041744091306	DPM1	protein_coding
ENSG00000000457.14	6883	-0.441949600061777	3.15050987373665	-4.87609725466397	7.27235996659334e-05	0.000170816128665091	0.714940770037599	SCYL3	protein_coding
ENSG00000000460.17	5970	-1.4726957681671	3.43386674032248	-14.9706371777383	5.89373820330817e-13	6.92594535049518e-12	19.6986536535777	C1orf112	protein_coding
ENSG00000000971.16	7980	-0.293203669134979	5.24023608308745	-6.12999771376484	3.73618635380793e-06	1.10991821576615e-05	3.13155994716741	CFH	protein_coding
ENSG00000001036.14	2822	0.0791310511191151	6.4161085156382	2.09445411018038	0.0480571815864762	0.0679480730717401	-6.4448578184071	FUCA2	protein_coding
ENSG00000001084.13	8618	0.194545507170028	4.95537984686748	3.79627105144677	0.00100158324677739	0.00193876936604093	-2.42942550890395	GCLC	protein_coding
ENSG00000001167.14	3811	-0.357049169171164	4.99902284040811	-6.36342758945198	2.18886398420375e-06	6.78406262872779e-06	3.73810547678075	NFYA	protein_coding
ENSG00000001460.18	8511	0.424442090423249	4.17484124341197	5.17741803969527	3.5196015529461e-05	8.75384175171183e-05	1.13856954063366	STPG1	protein_coding
ENSG00000001461.17	9396	1.11381266178231	7.06518186920305	28.6838604811943	8.17650188306391e-19	4.36787620099454e-17	32.9452303202375	NIPAL3	protein_coding
ENSG00000001497.17	5601	-0.526661901490018	4.55690887955488	-8.23097492575468	3.90830345968365e-08	1.66187190000007e-07	7.98328015594071	LAS1L	protein_coding
ENSG00000001561.7	4644	4.45159698475333	-0.345740730199763	13.524483785911	4.39597724700182e-12	4.19441390973608e-11	16.6389895917535	ENPP4	protein_coding
ENSG00000001617.12	4826	0.575385894518617	5.47961783435363	11.8754243647044	5.41438190745884e-11	4.03645212988645e-10	14.5554195104989	SEMA3F	protein_coding
ENSG00000001626.16	9942	1.53356420145758	-0.250001055227384	5.70836397347175	9.9704089153568e-06	2.73579647206649e-05	3.534620628948	CFTR	protein_coding
ENSG00000001629.10	7389	-0.0290215459055288	5.64325027487098	-0.54763269773709	0.589503780654305	0.640156724163881	-8.22311619706643	ANKIB1	protein_coding
ENSG00000001630.17	3529	0.264047075406564	5.72054575320412	5.95919956261367	5.54734103192695e-06	1.59362498154491e-05	2.61777235601813	CYP51A1	protein_coding
ENSG00000001631.16	6204	-0.337960222341441	4.1124559603393	-5.08883323123533	4.35392650574529e-05	0.0001063573862229	0.940297036205232	KRIT1	protein_coding
ENSG00000002016.18	4503	-0.213543744913413	2.13896502198126	-1.64005665087422	0.115334695916431	0.150718797004345	-6.01838733219899	RAD52	protein_coding
ENSG00000002330.14	1708	0.420462991404717	5.18314353764014	7.96953203178717	6.67745093995397e-08	2.72452001336675e-07	7.27225972350842	BAD	protein_coding
ENSG00000002549.12	3785	0.188518483826506	5.52604622239666	4.17027309346891	0.000404043387100211	0.000840081049881371	-1.66875583069401	LAP3	protein_coding
ENSG00000002586.20	4858	0.251143855932682	8.0136240340847	7.18219834857835	3.54110620518436e-07	1.26344618708656e-06	5.05377637449228	CD99	protein_coding
ENSG00000002586.20_PAR_Y	4858	0.251143855932682	8.0136240340847	7.18219834857835	3.54110620518436e-07	1.26344618708656e-06	5.05377637449228	CD99	protein_coding
ENSG00000002745.13	3264	2.65806076968093	5.44887228966541	46.2868199007482	2.82907349449689e-23	8.13405780892763e-21	43.4420677214487	WNT16	protein_coding
ENSG00000002746.15	13935	0.842018364932981	0.932090634591005	4.35556164375043	0.000257375238268144	0.000552648772138879	0.121439031442525	HECW1	protein_coding
ENSG00000002822.15	7230	-0.345101159928555	4.73227275230407	-5.40984221790088	2.02001575787903e-05	5.25045831537911e-05	1.54479314202392	MAD1L1	protein_coding
ENSG00000002834.18	7061	0.1748439132518	9.25906059980646	7.26459573069992	2.96230112599754e-07	1.07290902214116e-06	5.068603396267	LASP1	protein_coding
ENSG00000002919.15	4133	0.27811343122614	4.19973456397588	4.01865325233224	0.000584170875812755	0.00117934836496733	-1.68726544742579	SNX11	protein_coding
ENSG00000002933.9	3477	2.65733493451408	0.628294102843092	11.4355659264224	1.10584084252084e-10	7.74223229477554e-10	14.5374817691608	TMEM176A	protein_coding
ENSG00000003056.8	3585	-0.252871280503546	6.3446713637403	-6.72369280037903	9.71704010843798e-07	3.21066192129216e-06	4.27463753155239	M6PR	protein_coding
ENSG00000003096.14	6983	-1.00043043661667	0.828652589315376	-5.13282506323606	3.91714792133356e-05	9.64113551019052e-05	2.00858845011929	KLHL13	protein_coding
ENSG00000003249.14	4700	1.0673885955058	3.86841431610088	14.860830365497	6.82607158575704e-13	7.85567451140058e-12	19.4481527353091	DBNDD1	protein_coding
ENSG00000003393.15	10438	0.0209856467350167	4.76287191678431	0.351697203697563	0.728439681840237	0.767924282047539	-8.09502615126136	ALS2	protein_coding
ENSG00000003402.20	22479	0.540195623618644	6.07611468222767	12.4049676936	2.3514160776533e-11	1.90442623265714e-10	15.2980902538074	CFLAR	protein_coding
ENSG00000003436.16	11714	0.103717643746801	6.55789754698057	2.90089637810205	0.00833404226328418	0.0136664033349729	-4.83882979898211	TFPI	protein_coding
ENSG00000003509.16	3651	-0.259168372289737	3.66666021856791	-3.33381110310705	0.00303505987398088	0.00538826982464177	-3.14713434400894	NDUFAF7	protein_coding
ENSG00000003756.17	10357	-0.307121221646363	5.49460221529136	-6.87932692846629	6.87686422215647e-07	2.3311610276365e-06	4.80267365112181	RBM5	protein_coding
ENSG00000003987.14	6928	0.0382115822602364	2.58383666688936	0.361857291680936	0.720940099940911	0.760855112203637	-7.41955750468027	MTMR7	protein_coding
ENSG00000003989.18	7905	-0.983844593847789	6.77381751406957	-26.6981375689032	3.75160326224828e-18	1.67232320095724e-16	31.4059979937403	SLC7A2	protein_coding
ENSG00000004059.11	1825	0.0411402704730666	5.79439793554258	0.876155616887205	0.390491127838948	0.44813480883114	-8.01783142646198	ARF5	protein_coding
ENSG00000004139.14	11105	0.00827490014628602	4.42130602081237	0.14112823232553	0.889063721672725	0.908388904440664	-8.05445275282684	SARM1	protein_coding
ENSG00000004142.12	2670	-0.097052206869447	6.59878445322572	-2.45755447660419	0.0224146518377612	0.0339635624816178	-5.77901999125138	POLDIP2	protein_coding
ENSG00000004399.13	9557	0.337120975253149	6.98191036673225	9.28533908996143	4.93655249363998e-09	2.50914752704135e-08	9.60816474624146	PLXND1	protein_coding
ENSG00000004455.17	9625	-0.163654220282624	6.14295832406714	-4.1182928151056	0.000458507741805891	0.000942952834473982	-1.92564664334377	AK2	protein_coding
ENSG00000004478.8	5163	-0.301064698502548	6.09477787516139	-7.44511522625404	2.00997256678488e-07	7.47446362354084e-07	5.93836936600776	FKBP4	protein_coding
ENSG00000004487.17	5440	-0.604865686255706	6.22190974455816	-15.9865617032177	1.57815510674452e-13	2.13695084352038e-12	20.4598702993477	KDM1A	protein_coding
ENSG00000004534.15	7299	-0.479839631620087	5.43621223553847	-10.4444455380931	5.96159283578539e-10	3.65730576138456e-09	12.0820035369244	RBM6	protein_coding
ENSG00000004660.15	7433	-0.745401673747734	2.95829388422403	-6.22385907175798	3.01105695653491e-06	9.1113389856488e-06	4.00080123981073	CAMKK1	protein_coding
ENSG00000004700.16	3779	-0.0513906915069647	6.40712196786287	-1.35352924527868	0.189745591583694	0.235675801023134	-7.61302384015476	RECQL	protein_coding
ENSG00000004766.17	9559	0.000204911951774735	3.78135183702479	0.00292850387188527	0.997690010121172	0.998442415860328	-7.87296319578861	VPS50	protein_coding
ENSG00000004776.13	1724	0.738897303213902	6.2445501108037	17.5210957547741	2.45441397744564e-14	4.03632941133601e-13	22.3877110432332	HSPB6	protein_coding
ENSG00000004777.18	5260	-1.83239974495668	3.27746820656797	-18.226533188673	1.09367106892619e-14	1.94104111214461e-13	23.7667876516317	ARHGAP33	protein_coding
ENSG00000004779.10	1548	0.129679437761332	5.23858401464587	2.59883385775048	0.0164534345454207	0.0255548932513778	-5.20796799571486	NDUFAB1	protein_coding
ENSG00000004799.8	4544	6.21572125031398	-2.57444247947922	17.5501349205912	2.37276137668525e-14	3.92449726837942e-13	20.2279772065956	PDK4	protein_coding
ENSG00000004864.14	3710	-0.621073476739348	4.35053862920352	-9.92241375705983	1.51408218292516e-09	8.50518780125106e-09	11.3872618919569	SLC25A13	protein_coding
ENSG00000004866.21	6453	0.336556829954946	4.16430509214735	4.71848286417427	0.000106523068008308	0.000243201356036437	0.0238797667728097	ST7	protein_coding
ENSG00000004897.12	6824	-0.295919751393967	6.88046046496151	-8.26112745599477	3.67632472435806e-08	1.56942038653553e-07	7.55128414228975	CDC27	protein_coding
ENSG00000004961.15	2343	0.349475762279922	4.84767293658148	6.04758052771729	4.51938837493001e-06	1.32366670383561e-05	3.0368077251255	HCCS	protein_coding
ENSG00000004975.12	5321	-0.676121363003758	4.79497742164295	-12.0016468428675	4.42714087307612e-11	3.38681184928763e-10	14.922687354342	DVL2	protein_coding
ENSG00000005007.13	8573	-0.118063074748782	6.83041262927921	-3.03174989169808	0.00616451658320767	0.0103447544335521	-4.59526519578413	UPF1	protein_coding
ENSG00000005020.13	5361	0.0914841548559978	4.40792792565106	1.48058530915821	0.15301585710612	0.194351093427896	-6.96967274651697	SKAP2	protein_coding
ENSG00000005022.6	1555	-0.684859473316487	6.73606310611682	-17.8344877452313	1.70798862778088e-14	2.91727839780672e-13	22.6845819301441	SLC25A5	protein_coding
ENSG00000005059.16	3555	-1.15231725176524	3.49703719064203	-14.5874806201498	9.87762693084352e-13	1.09651828947221e-11	19.1478309462539	MCUB	protein_coding
ENSG00000005075.15	1355	-0.151052749371319	6.103928620481	-3.79106344246318	0.00101427525216713	0.00196113678268719	-2.70551659880981	POLR2J	protein_coding
ENSG00000005100.13	5789	-0.418695658683776	4.45552991643087	-6.99722553743093	5.30347844934019e-07	1.82980613459135e-06	5.33135313033043	DHX33	protein_coding
ENSG00000005102.14	2674	-2.15795388336266	-0.891497321924845	-6.21359728504026	3.08277765204995e-06	9.31365976804091e-06	4.68606610673083	MEOX1	protein_coding
ENSG00000005156.12	12901	-0.714560391316592	4.80347643740397	-12.187814948893	3.29934467654493e-11	2.59184858902899e-10	15.2254697768276	LIG3	protein_coding
ENSG00000005175.10	5350	-0.318466367127751	4.57665152236914	-5.17175011362442	3.56777351266455e-05	8.85450451258469e-05	1.01038963172533	RPAP3	protein_coding
ENSG00000005187.12	7510	-0.82159083667142	1.62110331027393	-5.54790583041292	1.4557155407006e-05	3.87599147902855e-05	2.79557665492421	ACSM3	protein_coding
ENSG00000005189.19	4114	-1.73433857235817	1.5412888633549	-10.9893567390365	2.32975350735383e-10	1.54638621605852e-09	13.9077327874228	REXO5	protein_coding
ENSG00000005194.15	3383	0.267849573551084	5.04176768368626	5.13814604221801	3.86741626397813e-05	9.53097113855525e-05	0.806047244039066	CIAPIN1	protein_coding
ENSG00000005206.17	7419	0.0241813274439891	5.29063477387304	0.490786052236541	0.628478348812987	0.676518157704532	-8.17062121412792	SPPL2B	protein_coding
ENSG00000005238.20	6375	1.24987049107071	6.21195400932569	32.2419549011311	6.74841374982355e-20	4.9964328582921e-18	35.6129840617063	FAM214B	protein_coding
ENSG00000005243.10	1866	0.453844035071553	5.17726352297688	9.22432554507156	5.54278714760913e-09	2.78771490039082e-08	9.83842466111575	COPZ2	protein_coding
ENSG00000005249.13	4262	-0.329278869367003	3.05438707215274	-2.87495885183361	0.0088433505402804	0.0144603450398462	-3.98341480304396	PRKAR2B	protein_coding
ENSG00000005302.19	9780	-0.248823421245165	4.31586446757507	-3.89043712951779	0.000797393653959352	0.00157048041151419	-2.02936417355642	MSL3	protein_coding
ENSG00000005339.15	15479	-0.477469683132872	5.97668219520891	-8.46465258670428	2.44010498429706e-08	1.07685472202887e-07	8.13481517280071	CREBBP	protein_coding
ENSG00000005379.17	11389	-2.20747748215959	-0.716012854153218	-6.17005998678934	3.40703075100019e-06	1.01950888960111e-05	4.59351311897936	TSPOAP1	protein_coding
ENSG00000005436.14	5462	-0.240200127848564	3.76939301033727	-3.12984804594396	0.00490595420423891	0.00838195661853277	-3.6439693324151	GCFC2	protein_coding
ENSG00000005448.17	2852	-0.0277442472907947	3.93743608339262	-0.402002110369515	0.691593884997532	0.734060549442713	-7.83713178570078	WDR54	protein_coding
ENSG00000005469.12	4995	0.0121825966276181	4.1828099399135	0.184543616873413	0.855291784446317	0.880190811518428	-7.9777549119888	CROT	protein_coding
ENSG00000005483.21	9949	-0.143567221977192	5.60533861599332	-2.26589367258131	0.0337323518027527	0.0492940958025655	-5.9601006505909	KMT2E	protein_coding
ENSG00000005486.17	2390	0.774547702959533	5.16481624019571	14.2907995538998	1.48475567303802e-12	1.58499505665711e-11	18.3503725688978	RHBDD2	protein_coding
ENSG00000005700.15	8719	0.104828469248298	6.22578407373209	2.45001965920089	0.0227832253436142	0.0344494189151274	-5.72778085489883	IBTK	protein_coding
ENSG00000005801.18	11711	-0.42349357187927	2.73405441555178	-4.25659326709627	0.000327484988400576	0.000692588394617915	-0.661436553917727	ZNF195	protein_coding
ENSG00000005810.18	15987	0.154683935183929	5.65472504693553	2.66095232703707	0.0143345170795651	0.0225049830851454	-5.17627054516129	MYCBP2	protein_coding
ENSG00000005812.11	7076	0.210286381292939	5.97669102801644	4.9337922462052	6.32607544340624e-05	0.000150588005345938	0.093896061830689	FBXL3	protein_coding
ENSG00000005882.12	5471	1.00559116496244	4.30716980337219	15.8968929900251	1.76768151556706e-13	2.36573109581439e-12	20.7410605012219	PDK2	protein_coding
ENSG00000005884.18	9802	0.930580473551634	8.5119598229229	32.7611926176691	4.79481883011697e-20	3.81000673356412e-18	35.7136309456579	ITGA3	protein_coding
ENSG00000005889.15	9037	-0.132769399970577	4.96811499824606	-2.24453783204285	0.0352750218262712	0.0512920938574683	-5.84537113951988	ZFX	protein_coding
ENSG00000005893.16	9404	0.291569765379431	7.29479334353933	9.36874508317878	4.21682914848357e-09	2.16824201610999e-08	9.72346831411566	LAMP2	protein_coding
ENSG00000006007.12	4390	0.868638106841306	6.38211623727341	22.7256980145435	1.1208956645832e-16	3.21739951908899e-15	27.9478485060595	GDE1	protein_coding
ENSG00000006015.17	3370	-0.0531332429179137	4.77631849577994	-0.99003300513852	0.33301255525407	0.388897887265636	-7.66206099018647	REX1BD	protein_coding
ENSG00000006016.11	2967	-0.213076669809501	2.72318761909197	-1.99044817602519	0.0592162733400606	0.0822495918993063	-5.63420783496557	CRLF1	protein_coding
ENSG00000006025.12	6572	-0.0551780398613052	1.76844610443313	-0.394914791830459	0.696740480613968	0.738568884789944	-7.13370794065961	OSBPL7	protein_coding
ENSG00000006042.12	5187	0.098372003422752	5.53067266342377	2.13090457912522	0.0446175903220415	0.0635116800598678	-6.19717899235388	TMEM98	protein_coding
ENSG00000006062.17	5668	-0.865540457448241	2.13140023317551	-6.48221168106681	1.67168889772355e-06	5.29337466494657e-06	4.83893125317081	MAP3K14	protein_coding
ENSG00000006118.15	7274	-0.508579512294403	8.19460768041757	-18.0313627703517	1.36396130369444e-14	2.37914018706095e-13	22.7175540578447	TMEM132A	protein_coding
ENSG00000006125.18	7591	-0.13971158251266	7.68009833772068	-4.37332519867022	0.000246484290172748	0.000530451657905449	-1.55516672528907	AP2B1	protein_coding
ENSG00000006194.10	6403	0.148974108971196	4.5043246447444	2.46179562065777	0.0222096368696688	0.0336795398768159	-5.2941901657083	ZNF263	protein_coding
ENSG00000006282.21	5337	0.698164336462458	4.83946378767154	12.5460661149727	1.891468552033e-11	1.56873673034237e-10	15.7912258017458	SPATA20	protein_coding
ENSG00000006327.14	1801	-0.0536212530276668	8.27061044551922	-1.89832974002	0.0709617411180235	0.0969939779753604	-7.07358506093832	TNFRSF12A	protein_coding
ENSG00000006451.8	3579	0.448311661334875	6.33958663039422	12.1398693033082	3.55773127637054e-11	2.778380364358e-10	14.8202654460476	RALA	protein_coding
ENSG00000006453.14	4821	0.530470689347875	4.29195892014627	8.49371105114573	2.30243521979856e-08	1.0215871907599e-07	8.59816610083135	BAIAP2L1	protein_coding
ENSG00000006459.11	9378	-0.242297745291031	2.76205834405083	-2.41525480029484	0.0245577960008835	0.0369030086072511	-4.84960856574084	KDM7A	protein_coding
ENSG00000006468.14	9615	-0.0771107489452366	4.75833110779885	-1.42307122282419	0.16885960377695	0.212549947081807	-7.14627914465453	ETV1	protein_coding
ENSG00000006530.18	10697	-0.137215760131038	4.13464908349796	-2.03112043883535	0.054603486987563	0.0763652009746615	-6.00727075669212	AGK	protein_coding
